序号,系统,25/26,责任人,一级功能,二级功能,三级功能,四级功能,类型,修改说明,评估说明,FTR,RET,DET,复杂度,UFP,复用度,调整因子,应用系数,FP,FP*应用系数,FTR明细,RET明细,DET明细（除启动触发器）,备注,,备注,"说明：
一、对于EI、EO、EQ
1、FTR如有多个，用中文顿号隔开
2、DET每行对应一个FTR，有多少个FTR则有多少行DET。对于每一行DET，用竖线|分割输入DET和输出DET，用顿号隔开多个DET。不同FTR用回车分开。
逻辑文件1{输入1、输入2|输出1、输出2}
逻辑文件2{|输出3、输出4}
逻辑文件3{输入3|}
例如：用户角色查询
FTR明细：
用户信息、角色信息
DET明细：
用户信息{用户名|用户名、密码、姓名、电话号码}
角色信息{|角色名称、角色权限}
二、如使用估算法，在DET列填写“估算法”
三、后评估如缺少FTR或DET信息导致无法据实评估的，复杂度均为低，在DET列填写“估算”",评估方法：
=ROW()-1,,2025,张明峰,,,,订阅产品漏洞预警任务结果,EI,,,"=IF(OR(X88=""估算法"",X88=""算法类"",X88=""无法识别""),"""",IF(V88="""",IF(OR(I88=""EI"",I88=""EO"",I88=""EQ""),0,""""),LEN(V88)-LEN(SUBSTITUTE(V88,""、"",""""))+1))","=IF(OR(X88=""估算法"",X88=""算法类"",X88=""无法识别""),"""",IF(W88="""",IF(OR(I88=""ILF"",I88=""EIF""),0,""""),LEN(W88)-LEN(SUBSTITUTE(W88,""、"",""""))+1))","=IF(OR(X88=""估算法"",X88=""算法类"",X88=""无法识别""),"""",IF(X88="""",IF(OR(I88=""ILF"",I88=""EIF"",I88=""EI"",I88=""EO"",I88=""EQ""),0,""""),LEN(X88)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X88,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I88=""EI"",I88=""EO"",I88=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I88=""EI"",IF(OR(X88=""估算法"",X88=""算法类""),""中"",IF(X88=""无法识别"",""低"",IF(L88<2,IF(N88<16,""低"",""中""),IF(L88<3,IF(N88<5,""低"",IF(N88<16,""中"",""高"")),IF(N88<5,""中"",""高""))))),IF(OR(I88=""EO"",I88=""EQ""),IF(OR(X88=""估算法"",X88=""算法类""),""中"",IF(X88=""无法识别"",""低"",IF(L88<2,IF(N88<20,""低"",""中""),IF(L88<4,IF(N88<6,""低"",IF(N88<20,""中"",""高"")),IF(N88<6,""中"",""高""))))),IF(OR(I88=""ILF"",I88=""EIF""),IF(OR(X88=""估算法"",X88=""算法类"",X88=""无法识别""),""低"",IF(M88<2,IF(N88<51,""低"",""中""),IF(M88<6,IF(N88<20,""低"",IF(N88<51,""中"",""高"")),IF(N88<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I88=""EI"",IF(O88=""低"",3,IF(O88=""中"",4,6)),IF(I88=""EO"",IF(O88=""低"",4,IF(O88=""中"",5,7)),IF(I88=""EQ"",IF(O88=""低"",3,IF(O88=""中"",4,6)),IF(I88=""ILF"",IF(O88=""低"",7,IF(O88=""中"",10,15)),IF(I88=""EIF"",IF(O88=""低"",5,IF(O88=""中"",7,10)),""不计算"")))))*Q88,""不计算"")",0.333333333333333,=调整因子!$F$13,1,"=IFERROR(P88*R88,0)",=T88*S88,产品漏洞预警任务历史表,,产品漏洞预警任务历史表{任务ID|历史记录ID、任务ID、执行时间、结果},,,归属规则设定表,,
,,2025,张明峰,,,,查看产品漏洞预警任务列表,EQ,新增,,,,,,,,,,,,产品漏洞预警任务表,,产品漏洞预警任务表{任务状态、开始时间|任务编号、任务名称、任务描述、开始时间、结束时间、状态},,,,,
,,2025,张明峰,,,,查询预警任务台账,EQ,新增,,,,,,,,,,,,预警任务台账表,,预警任务台账表{任务编号、台账类型编码、记录时间|台账编号、任务名称、漏洞数量、资产数量、上报状态},,,,,
,,2025,张明峰,,,,查询预警任务台账详情,EO,新增,,,,,,,,,,,,预警任务台账表,,预警任务台账表{台账编号|台账编号、任务编号、任务名称、记录时间、漏洞数量、资产数量、碰撞结果摘要、上报状态},,,,,
=ROW()-1,,2025,张明峰,,,,查看产品漏洞预警任务详情,EQ,,,"=IF(OR(X92=""估算法"",X92=""算法类"",X92=""无法识别""),"""",IF(V92="""",IF(OR(I92=""EI"",I92=""EO"",I92=""EQ""),0,""""),LEN(V92)-LEN(SUBSTITUTE(V92,""、"",""""))+1))","=IF(OR(X92=""估算法"",X92=""算法类"",X92=""无法识别""),"""",IF(W92="""",IF(OR(I92=""ILF"",I92=""EIF""),0,""""),LEN(W92)-LEN(SUBSTITUTE(W92,""、"",""""))+1))","=IF(OR(X92=""估算法"",X92=""算法类"",X92=""无法识别""),"""",IF(X92="""",IF(OR(I92=""ILF"",I92=""EIF"",I92=""EI"",I92=""EO"",I92=""EQ""),0,""""),LEN(X92)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X92,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I92=""EI"",I92=""EO"",I92=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I92=""EI"",IF(OR(X92=""估算法"",X92=""算法类""),""中"",IF(X92=""无法识别"",""低"",IF(L92<2,IF(N92<16,""低"",""中""),IF(L92<3,IF(N92<5,""低"",IF(N92<16,""中"",""高"")),IF(N92<5,""中"",""高""))))),IF(OR(I92=""EO"",I92=""EQ""),IF(OR(X92=""估算法"",X92=""算法类""),""中"",IF(X92=""无法识别"",""低"",IF(L92<2,IF(N92<20,""低"",""中""),IF(L92<4,IF(N92<6,""低"",IF(N92<20,""中"",""高"")),IF(N92<6,""中"",""高""))))),IF(OR(I92=""ILF"",I92=""EIF""),IF(OR(X92=""估算法"",X92=""算法类"",X92=""无法识别""),""低"",IF(M92<2,IF(N92<51,""低"",""中""),IF(M92<6,IF(N92<20,""低"",IF(N92<51,""中"",""高"")),IF(N92<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I92=""EI"",IF(O92=""低"",3,IF(O92=""中"",4,6)),IF(I92=""EO"",IF(O92=""低"",4,IF(O92=""中"",5,7)),IF(I92=""EQ"",IF(O92=""低"",3,IF(O92=""中"",4,6)),IF(I92=""ILF"",IF(O92=""低"",7,IF(O92=""中"",10,15)),IF(I92=""EIF"",IF(O92=""低"",5,IF(O92=""中"",7,10)),""不计算"")))))*Q92,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P92*R92,0)",=T92*S92,产品漏洞预警任务表、任务实例表、任务生命周期追踪表,,产品漏洞预警任务表{任务ID|任务名称、任务描述、开始时间、结束时间、状态}、任务实例表{实例ID|任务ID、资产ID、状态、开始时间、结束时间}、任务生命周期追踪表{追踪ID、任务ID、当前状态、状态变更时间},,,归属规则设定表,,
=ROW()-1,,2025,张明峰,,,,产品漏洞预警任务实例状态自动更新,,删除,非事务功能,"=IF(OR(X93=""估算法"",X93=""算法类"",X93=""无法识别""),"""",IF(V93="""",IF(OR(I93=""EI"",I93=""EO"",I93=""EQ""),0,""""),LEN(V93)-LEN(SUBSTITUTE(V93,""、"",""""))+1))","=IF(OR(X93=""估算法"",X93=""算法类"",X93=""无法识别""),"""",IF(W93="""",IF(OR(I93=""ILF"",I93=""EIF""),0,""""),LEN(W93)-LEN(SUBSTITUTE(W93,""、"",""""))+1))","=IF(OR(X93=""估算法"",X93=""算法类"",X93=""无法识别""),"""",IF(X93="""",IF(OR(I93=""ILF"",I93=""EIF"",I93=""EI"",I93=""EO"",I93=""EQ""),0,""""),LEN(X93)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X93,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I93=""EI"",I93=""EO"",I93=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I93=""EI"",IF(OR(X93=""估算法"",X93=""算法类""),""中"",IF(X93=""无法识别"",""低"",IF(L93<2,IF(N93<16,""低"",""中""),IF(L93<3,IF(N93<5,""低"",IF(N93<16,""中"",""高"")),IF(N93<5,""中"",""高""))))),IF(OR(I93=""EO"",I93=""EQ""),IF(OR(X93=""估算法"",X93=""算法类""),""中"",IF(X93=""无法识别"",""低"",IF(L93<2,IF(N93<20,""低"",""中""),IF(L93<4,IF(N93<6,""低"",IF(N93<20,""中"",""高"")),IF(N93<6,""中"",""高""))))),IF(OR(I93=""ILF"",I93=""EIF""),IF(OR(X93=""估算法"",X93=""算法类"",X93=""无法识别""),""低"",IF(M93<2,IF(N93<51,""低"",""中""),IF(M93<6,IF(N93<20,""低"",IF(N93<51,""中"",""高"")),IF(N93<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I93=""EI"",IF(O93=""低"",3,IF(O93=""中"",4,6)),IF(I93=""EO"",IF(O93=""低"",4,IF(O93=""中"",5,7)),IF(I93=""EQ"",IF(O93=""低"",3,IF(O93=""中"",4,6)),IF(I93=""ILF"",IF(O93=""低"",7,IF(O93=""中"",10,15)),IF(I93=""EIF"",IF(O93=""低"",5,IF(O93=""中"",7,10)),""不计算"")))))*Q93,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P93*R93,0)",=T93*S93,任务实例表,,任务实例表{实例ID、任务ID、资产ID、状态、开始时间、结束时间},,,归属规则设定表,,
=ROW()-1,,2025,张明峰,,,,查询产品漏洞预警任务实例列表,EQ,,,"=IF(OR(X94=""估算法"",X94=""算法类"",X94=""无法识别""),"""",IF(V94="""",IF(OR(I94=""EI"",I94=""EO"",I94=""EQ""),0,""""),LEN(V94)-LEN(SUBSTITUTE(V94,""、"",""""))+1))","=IF(OR(X94=""估算法"",X94=""算法类"",X94=""无法识别""),"""",IF(W94="""",IF(OR(I94=""ILF"",I94=""EIF""),0,""""),LEN(W94)-LEN(SUBSTITUTE(W94,""、"",""""))+1))","=IF(OR(X94=""估算法"",X94=""算法类"",X94=""无法识别""),"""",IF(X94="""",IF(OR(I94=""ILF"",I94=""EIF"",I94=""EI"",I94=""EO"",I94=""EQ""),0,""""),LEN(X94)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X94,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I94=""EI"",I94=""EO"",I94=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I94=""EI"",IF(OR(X94=""估算法"",X94=""算法类""),""中"",IF(X94=""无法识别"",""低"",IF(L94<2,IF(N94<16,""低"",""中""),IF(L94<3,IF(N94<5,""低"",IF(N94<16,""中"",""高"")),IF(N94<5,""中"",""高""))))),IF(OR(I94=""EO"",I94=""EQ""),IF(OR(X94=""估算法"",X94=""算法类""),""中"",IF(X94=""无法识别"",""低"",IF(L94<2,IF(N94<20,""低"",""中""),IF(L94<4,IF(N94<6,""低"",IF(N94<20,""中"",""高"")),IF(N94<6,""中"",""高""))))),IF(OR(I94=""ILF"",I94=""EIF""),IF(OR(X94=""估算法"",X94=""算法类"",X94=""无法识别""),""低"",IF(M94<2,IF(N94<51,""低"",""中""),IF(M94<6,IF(N94<20,""低"",IF(N94<51,""中"",""高"")),IF(N94<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I94=""EI"",IF(O94=""低"",3,IF(O94=""中"",4,6)),IF(I94=""EO"",IF(O94=""低"",4,IF(O94=""中"",5,7)),IF(I94=""EQ"",IF(O94=""低"",3,IF(O94=""中"",4,6)),IF(I94=""ILF"",IF(O94=""低"",7,IF(O94=""中"",10,15)),IF(I94=""EIF"",IF(O94=""低"",5,IF(O94=""中"",7,10)),""不计算"")))))*Q94,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P94*R94,0)",=T94*S94,任务实例表、产品漏洞预警任务表,,任务实例表{任务ID|实例ID、任务ID、资产ID、状态、开始时间、结束时间},,,自动归属判定表,,
=ROW()-1,,2025,张明峰,,,,查看产品漏洞预警任务资产概况,EQ,,,"=IF(OR(X95=""估算法"",X95=""算法类"",X95=""无法识别""),"""",IF(V95="""",IF(OR(I95=""EI"",I95=""EO"",I95=""EQ""),0,""""),LEN(V95)-LEN(SUBSTITUTE(V95,""、"",""""))+1))","=IF(OR(X95=""估算法"",X95=""算法类"",X95=""无法识别""),"""",IF(W95="""",IF(OR(I95=""ILF"",I95=""EIF""),0,""""),LEN(W95)-LEN(SUBSTITUTE(W95,""、"",""""))+1))","=IF(OR(X95=""估算法"",X95=""算法类"",X95=""无法识别""),"""",IF(X95="""",IF(OR(I95=""ILF"",I95=""EIF"",I95=""EI"",I95=""EO"",I95=""EQ""),0,""""),LEN(X95)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X95,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I95=""EI"",I95=""EO"",I95=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I95=""EI"",IF(OR(X95=""估算法"",X95=""算法类""),""中"",IF(X95=""无法识别"",""低"",IF(L95<2,IF(N95<16,""低"",""中""),IF(L95<3,IF(N95<5,""低"",IF(N95<16,""中"",""高"")),IF(N95<5,""中"",""高""))))),IF(OR(I95=""EO"",I95=""EQ""),IF(OR(X95=""估算法"",X95=""算法类""),""中"",IF(X95=""无法识别"",""低"",IF(L95<2,IF(N95<20,""低"",""中""),IF(L95<4,IF(N95<6,""低"",IF(N95<20,""中"",""高"")),IF(N95<6,""中"",""高""))))),IF(OR(I95=""ILF"",I95=""EIF""),IF(OR(X95=""估算法"",X95=""算法类"",X95=""无法识别""),""低"",IF(M95<2,IF(N95<51,""低"",""中""),IF(M95<6,IF(N95<20,""低"",IF(N95<51,""中"",""高"")),IF(N95<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I95=""EI"",IF(O95=""低"",3,IF(O95=""中"",4,6)),IF(I95=""EO"",IF(O95=""低"",4,IF(O95=""中"",5,7)),IF(I95=""EQ"",IF(O95=""低"",3,IF(O95=""中"",4,6)),IF(I95=""ILF"",IF(O95=""低"",7,IF(O95=""中"",10,15)),IF(I95=""EIF"",IF(O95=""低"",5,IF(O95=""中"",7,10)),""不计算"")))))*Q95,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P95*R95,0)",=T95*S95,扫描资产表、任务实例表,,任务实例表{实例ID、任务ID、资产ID、状态、开始时间、结束时间}、扫描资产表{任务ID|资产ID、IP地址、主机名、操作系统、部门},,,归属手动设定表,,
=ROW()-1,,2025,张明峰,,,,导出产品漏洞预警任务资产概况,EO,,,"=IF(OR(X96=""估算法"",X96=""算法类"",X96=""无法识别""),"""",IF(V96="""",IF(OR(I96=""EI"",I96=""EO"",I96=""EQ""),0,""""),LEN(V96)-LEN(SUBSTITUTE(V96,""、"",""""))+1))","=IF(OR(X96=""估算法"",X96=""算法类"",X96=""无法识别""),"""",IF(W96="""",IF(OR(I96=""ILF"",I96=""EIF""),0,""""),LEN(W96)-LEN(SUBSTITUTE(W96,""、"",""""))+1))","=IF(OR(X96=""估算法"",X96=""算法类"",X96=""无法识别""),"""",IF(X96="""",IF(OR(I96=""ILF"",I96=""EIF"",I96=""EI"",I96=""EO"",I96=""EQ""),0,""""),LEN(X96)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X96,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I96=""EI"",I96=""EO"",I96=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I96=""EI"",IF(OR(X96=""估算法"",X96=""算法类""),""中"",IF(X96=""无法识别"",""低"",IF(L96<2,IF(N96<16,""低"",""中""),IF(L96<3,IF(N96<5,""低"",IF(N96<16,""中"",""高"")),IF(N96<5,""中"",""高""))))),IF(OR(I96=""EO"",I96=""EQ""),IF(OR(X96=""估算法"",X96=""算法类""),""中"",IF(X96=""无法识别"",""低"",IF(L96<2,IF(N96<20,""低"",""中""),IF(L96<4,IF(N96<6,""低"",IF(N96<20,""中"",""高"")),IF(N96<6,""中"",""高""))))),IF(OR(I96=""ILF"",I96=""EIF""),IF(OR(X96=""估算法"",X96=""算法类"",X96=""无法识别""),""低"",IF(M96<2,IF(N96<51,""低"",""中""),IF(M96<6,IF(N96<20,""低"",IF(N96<51,""中"",""高"")),IF(N96<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I96=""EI"",IF(O96=""低"",3,IF(O96=""中"",4,6)),IF(I96=""EO"",IF(O96=""低"",4,IF(O96=""中"",5,7)),IF(I96=""EQ"",IF(O96=""低"",3,IF(O96=""中"",4,6)),IF(I96=""ILF"",IF(O96=""低"",7,IF(O96=""中"",10,15)),IF(I96=""EIF"",IF(O96=""低"",5,IF(O96=""中"",7,10)),""不计算"")))))*Q96,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P96*R96,0)",=T96*S96,扫描资产表、任务实例表,,任务实例表{实例ID、任务ID、资产ID、状态、开始时间、结束时间}、扫描资产表{任务ID|资产ID、IP地址、主机名、操作系统、部门},,,漏洞信息详情表、归属手动设定表,,
=ROW()-1,,2025,张明峰,,,,查看产品漏洞预警任务漏洞概况,EQ,,,"=IF(OR(X97=""估算法"",X97=""算法类"",X97=""无法识别""),"""",IF(V97="""",IF(OR(I97=""EI"",I97=""EO"",I97=""EQ""),0,""""),LEN(V97)-LEN(SUBSTITUTE(V97,""、"",""""))+1))","=IF(OR(X97=""估算法"",X97=""算法类"",X97=""无法识别""),"""",IF(W97="""",IF(OR(I97=""ILF"",I97=""EIF""),0,""""),LEN(W97)-LEN(SUBSTITUTE(W97,""、"",""""))+1))","=IF(OR(X97=""估算法"",X97=""算法类"",X97=""无法识别""),"""",IF(X97="""",IF(OR(I97=""ILF"",I97=""EIF"",I97=""EI"",I97=""EO"",I97=""EQ""),0,""""),LEN(X97)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X97,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I97=""EI"",I97=""EO"",I97=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I97=""EI"",IF(OR(X97=""估算法"",X97=""算法类""),""中"",IF(X97=""无法识别"",""低"",IF(L97<2,IF(N97<16,""低"",""中""),IF(L97<3,IF(N97<5,""低"",IF(N97<16,""中"",""高"")),IF(N97<5,""中"",""高""))))),IF(OR(I97=""EO"",I97=""EQ""),IF(OR(X97=""估算法"",X97=""算法类""),""中"",IF(X97=""无法识别"",""低"",IF(L97<2,IF(N97<20,""低"",""中""),IF(L97<4,IF(N97<6,""低"",IF(N97<20,""中"",""高"")),IF(N97<6,""中"",""高""))))),IF(OR(I97=""ILF"",I97=""EIF""),IF(OR(X97=""估算法"",X97=""算法类"",X97=""无法识别""),""低"",IF(M97<2,IF(N97<51,""低"",""中""),IF(M97<6,IF(N97<20,""低"",IF(N97<51,""中"",""高"")),IF(N97<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I97=""EI"",IF(O97=""低"",3,IF(O97=""中"",4,6)),IF(I97=""EO"",IF(O97=""低"",4,IF(O97=""中"",5,7)),IF(I97=""EQ"",IF(O97=""低"",3,IF(O97=""中"",4,6)),IF(I97=""ILF"",IF(O97=""低"",7,IF(O97=""中"",10,15)),IF(I97=""EIF"",IF(O97=""低"",5,IF(O97=""中"",7,10)),""不计算"")))))*Q97,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P97*R97,0)",=T97*S97,系统漏洞结果表、任务实例表,,系统漏洞结果表{任务实例ID|结果ID、漏洞ID、资产ID、检测结果、修复建议},,,手动补录数据表,,
=ROW()-1,,2025,张明峰,,,,导出产品漏洞预警任务漏洞结果,EO,,,"=IF(OR(X98=""估算法"",X98=""算法类"",X98=""无法识别""),"""",IF(V98="""",IF(OR(I98=""EI"",I98=""EO"",I98=""EQ""),0,""""),LEN(V98)-LEN(SUBSTITUTE(V98,""、"",""""))+1))","=IF(OR(X98=""估算法"",X98=""算法类"",X98=""无法识别""),"""",IF(W98="""",IF(OR(I98=""ILF"",I98=""EIF""),0,""""),LEN(W98)-LEN(SUBSTITUTE(W98,""、"",""""))+1))","=IF(OR(X98=""估算法"",X98=""算法类"",X98=""无法识别""),"""",IF(X98="""",IF(OR(I98=""ILF"",I98=""EIF"",I98=""EI"",I98=""EO"",I98=""EQ""),0,""""),LEN(X98)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X98,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I98=""EI"",I98=""EO"",I98=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I98=""EI"",IF(OR(X98=""估算法"",X98=""算法类""),""中"",IF(X98=""无法识别"",""低"",IF(L98<2,IF(N98<16,""低"",""中""),IF(L98<3,IF(N98<5,""低"",IF(N98<16,""中"",""高"")),IF(N98<5,""中"",""高""))))),IF(OR(I98=""EO"",I98=""EQ""),IF(OR(X98=""估算法"",X98=""算法类""),""中"",IF(X98=""无法识别"",""低"",IF(L98<2,IF(N98<20,""低"",""中""),IF(L98<4,IF(N98<6,""低"",IF(N98<20,""中"",""高"")),IF(N98<6,""中"",""高""))))),IF(OR(I98=""ILF"",I98=""EIF""),IF(OR(X98=""估算法"",X98=""算法类"",X98=""无法识别""),""低"",IF(M98<2,IF(N98<51,""低"",""中""),IF(M98<6,IF(N98<20,""低"",IF(N98<51,""中"",""高"")),IF(N98<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I98=""EI"",IF(O98=""低"",3,IF(O98=""中"",4,6)),IF(I98=""EO"",IF(O98=""低"",4,IF(O98=""中"",5,7)),IF(I98=""EQ"",IF(O98=""低"",3,IF(O98=""中"",4,6)),IF(I98=""ILF"",IF(O98=""低"",7,IF(O98=""中"",10,15)),IF(I98=""EIF"",IF(O98=""低"",5,IF(O98=""中"",7,10)),""不计算"")))))*Q98,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P98*R98,0)",=T98*S98,系统漏洞结果表、任务实例表,,系统漏洞结果表{任务实例ID|结果ID、漏洞ID、资产ID、检测结果、修复建议},,,资产同步数据表,,
=ROW()-1,,2025,张明峰,,,,查看产品漏洞预警任务报告,EQ,,,"=IF(OR(X99=""估算法"",X99=""算法类"",X99=""无法识别""),"""",IF(V99="""",IF(OR(I99=""EI"",I99=""EO"",I99=""EQ""),0,""""),LEN(V99)-LEN(SUBSTITUTE(V99,""、"",""""))+1))","=IF(OR(X99=""估算法"",X99=""算法类"",X99=""无法识别""),"""",IF(W99="""",IF(OR(I99=""ILF"",I99=""EIF""),0,""""),LEN(W99)-LEN(SUBSTITUTE(W99,""、"",""""))+1))","=IF(OR(X99=""估算法"",X99=""算法类"",X99=""无法识别""),"""",IF(X99="""",IF(OR(I99=""ILF"",I99=""EIF"",I99=""EI"",I99=""EO"",I99=""EQ""),0,""""),LEN(X99)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X99,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I99=""EI"",I99=""EO"",I99=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I99=""EI"",IF(OR(X99=""估算法"",X99=""算法类""),""中"",IF(X99=""无法识别"",""低"",IF(L99<2,IF(N99<16,""低"",""中""),IF(L99<3,IF(N99<5,""低"",IF(N99<16,""中"",""高"")),IF(N99<5,""中"",""高""))))),IF(OR(I99=""EO"",I99=""EQ""),IF(OR(X99=""估算法"",X99=""算法类""),""中"",IF(X99=""无法识别"",""低"",IF(L99<2,IF(N99<20,""低"",""中""),IF(L99<4,IF(N99<6,""低"",IF(N99<20,""中"",""高"")),IF(N99<6,""中"",""高""))))),IF(OR(I99=""ILF"",I99=""EIF""),IF(OR(X99=""估算法"",X99=""算法类"",X99=""无法识别""),""低"",IF(M99<2,IF(N99<51,""低"",""中""),IF(M99<6,IF(N99<20,""低"",IF(N99<51,""中"",""高"")),IF(N99<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I99=""EI"",IF(O99=""低"",3,IF(O99=""中"",4,6)),IF(I99=""EO"",IF(O99=""低"",4,IF(O99=""中"",5,7)),IF(I99=""EQ"",IF(O99=""低"",3,IF(O99=""中"",4,6)),IF(I99=""ILF"",IF(O99=""低"",7,IF(O99=""中"",10,15)),IF(I99=""EIF"",IF(O99=""低"",5,IF(O99=""中"",7,10)),""不计算"")))))*Q99,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P99*R99,0)",=T99*S99,任务实例表、报告类型表、报告模板表,,任务实例表{实例ID、任务ID、资产ID、状态、开始时间、结束时间}、报告类型表{类型ID、类型名称、描述}、报告模板表{模板ID、模板名称、内容、创建时间},,,资产模型属性表,,
=ROW()-1,,2025,张明峰,,,,生成产品漏洞预警任务报告,EO,,,"=IF(OR(X100=""估算法"",X100=""算法类"",X100=""无法识别""),"""",IF(V100="""",IF(OR(I100=""EI"",I100=""EO"",I100=""EQ""),0,""""),LEN(V100)-LEN(SUBSTITUTE(V100,""、"",""""))+1))","=IF(OR(X100=""估算法"",X100=""算法类"",X100=""无法识别""),"""",IF(W100="""",IF(OR(I100=""ILF"",I100=""EIF""),0,""""),LEN(W100)-LEN(SUBSTITUTE(W100,""、"",""""))+1))","=IF(OR(X100=""估算法"",X100=""算法类"",X100=""无法识别""),"""",IF(X100="""",IF(OR(I100=""ILF"",I100=""EIF"",I100=""EI"",I100=""EO"",I100=""EQ""),0,""""),LEN(X100)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X100,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I100=""EI"",I100=""EO"",I100=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I100=""EI"",IF(OR(X100=""估算法"",X100=""算法类""),""中"",IF(X100=""无法识别"",""低"",IF(L100<2,IF(N100<16,""低"",""中""),IF(L100<3,IF(N100<5,""低"",IF(N100<16,""中"",""高"")),IF(N100<5,""中"",""高""))))),IF(OR(I100=""EO"",I100=""EQ""),IF(OR(X100=""估算法"",X100=""算法类""),""中"",IF(X100=""无法识别"",""低"",IF(L100<2,IF(N100<20,""低"",""中""),IF(L100<4,IF(N100<6,""低"",IF(N100<20,""中"",""高"")),IF(N100<6,""中"",""高""))))),IF(OR(I100=""ILF"",I100=""EIF""),IF(OR(X100=""估算法"",X100=""算法类"",X100=""无法识别""),""低"",IF(M100<2,IF(N100<51,""低"",""中""),IF(M100<6,IF(N100<20,""低"",IF(N100<51,""中"",""高"")),IF(N100<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I100=""EI"",IF(O100=""低"",3,IF(O100=""中"",4,6)),IF(I100=""EO"",IF(O100=""低"",4,IF(O100=""中"",5,7)),IF(I100=""EQ"",IF(O100=""低"",3,IF(O100=""中"",4,6)),IF(I100=""ILF"",IF(O100=""低"",7,IF(O100=""中"",10,15)),IF(I100=""EIF"",IF(O100=""低"",5,IF(O100=""中"",7,10)),""不计算"")))))*Q100,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P100*R100,0)",=T100*S100,任务实例表、报告类型表、报告模板表、报告生成记录表,,任务实例表{实例ID、任务ID、资产ID、状态、开始时间、结束时间}、报告类型表{类型ID、类型名称、描述}、报告模板表{模板ID、模板名称、内容、创建时间}、报告生成记录表{记录ID、报告ID、生成时间、生成人},,,靶标资产表、靶标资产同步记录表,,
